ser sou és é somos sois são fui foste foi fomos fostes foram era eras era éramos éreis eram fora foras fora fôramos fôreis foram serei serás será seremos sereis serão seja sejas seja sejamos sejais sejam fosse fosses fosse fôssemos fôsseis fossem for fores for formos fordes forem ser seres ser sermos serdes serem seria serias seria seríamos seríeis seriam sê seja sejamos sede sejam sejas seja sejamos sejais sejam sendo sido
estar estou estás está estamos estais estão estive estiveste esteve estivemos estivestes estiveram estava estavas estava estávamos estáveis estavam estivera estiveras estivera estivéramos estivéreis estiveram estarei estarás estará estaremos estareis estarão esteja estejas esteja estejamos estejais estejam estivesse estivesses estivesse estivéssemos estivésseis estivessem estiver estiveres estiver estivermos estiverdes estiverem estar estares estar estarmos estardes estarem estaria estarias estaria estaríamos estaríeis estariam está esteja estejamos estai estejam estejas esteja estejamos estejais estejam estando estado
ter tenho tens tem temos tendes têm tive tiveste teve tivemos tivestes tiveram tinha tinhas tinha tínhamos tínheis tinham tivera tiveras tivera tivéramos tivéreis tiveram terei terás terá teremos tereis terão tenha tenhas tenha tenhamos tenhais tenham tivesse tivesses tivesse tivéssemos tivésseis tivessem tiver tiveres tiver tivermos tiverdes tiverem ter teres ter termos terdes terem teria terias teria teríamos teríeis teriam tem tenha tenhamos tende tenham tenhas tenha tenhamos tenhais tenham tendo tido
ir vou vais vai vamos ides vão fui foste foi fomos fostes foram ia ias ia íamos íeis iam fora foras fora fôramos fôreis foram irei irás irá iremos ireis irão vá vás vá vamos vades vão fosse fosses fosse fôssemos fôsseis fossem for fores for formos fordes forem ir ires ir irmos irdes irem iria irias iria iríamos iríeis iriam vai vá vamos ide vão vás vá vamos vades vão indo ido
vir venho vens vem vimos vindes vêm vim vieste veio viemos viestes vieram vinha vinhas vinha vínhamos vínheis vinham viera vieras viera viéramos viéreis vieram virei virás virá viremos vireis virão venha venhas venha venhamos venhais venham viesse viesses viesse viéssemos viésseis viessem vier vieres vier viermos vierdes vierem vir vires vir virmos virdes virem viria virias viria viríamos viríeis viriam vem venha venhamos vinde venham venhas venha venhamos venhais venham vindo vindo
fazer faço fazes faz fazemos fazeis fazem fiz fizeste fez fizemos fizestes fizeram fazia fazias fazia fazíamos fazíeis faziam fizera fizeras fizera fizéramos fizéreis fizeram farei farás fará faremos fareis farão faça faças faça façamos façais façam fizesse fizesses fizesse fizéssemos fizésseis fizessem fizer fizeres fizer fizermos fizerdes fizerem fazer fazeres fazer fazermos fazerdes fazerem faria farias faria faríamos faríeis fariam faze faça façamos fazei façam faças faça façamos façais façam fazendo feito
querer quero queres quer queremos quereis querem quis quiseste quis quisemos quisestes quiseram queria querias queria queríamos queríeis queriam quisera quiseras quisera quiséramos quiséreis quiseram quererei quererás quererá quereremos querereis quererão queira queiras queira queiramos queirais queiram quisesse quisesses quisesse quiséssemos quisésseis quisessem quiser quiseres quiser quisermos quiserdes quiserem querer quereres querer querermos quererdes quererem quereria quererias quereria quereríamos quereríeis quereriam quer queira queiramos querei queiram queiras queira queiramos queirais queiram querendo querido
poder posso podes pode podemos podeis podem pude pudeste pôde pudemos pudestes puderam podia podias podia podíamos podíeis podiam pudera puderas pudera pudéramos pudéreis puderam poderei poderás poderá poderemos podereis poderão possa possas possa possamos possais possam pudesse pudesses pudesse pudéssemos pudésseis pudessem puder puderes puder pudermos puderdes puderem poder poderes poder podermos poderdes poderem poderia poderias poderia poderíamos poderíeis poderiam           podendo podido
conseguir consigo consegues consegue conseguimos conseguis conseguem consegui conseguiste conseguiu conseguimos conseguistes conseguiram conseguia conseguias conseguia conseguíamos conseguíeis conseguiam conseguira conseguiras conseguira conseguíramos conseguíreis conseguiram conseguirei conseguirás conseguirá conseguiremos conseguireis conseguirão consiga consigas consiga consigamos consigais consigam conseguisse conseguisses conseguisse conseguíssemos conseguísseis conseguissem conseguir conseguires conseguir conseguirmos conseguirdes conseguirem conseguir conseguires conseguir conseguirmos conseguirdes conseguirem conseguiria conseguirias conseguiria conseguiríamos conseguiríeis conseguiriam consegue consiga consigamos consegui consigam consigas consiga consigamos consigais consigam conseguindo conseguido
saber sei sabes sabe sabemos sabeis sabem soube soubeste soube soubemos soubestes souberam sabia sabias sabia sabíamos sabíeis sabiam soubera souberas soubera soubéramos soubéreis souberam saberei saberás saberá saberemos sabereis saberão saiba saibas saiba saibamos saibais saibam soubesse soubesses soubesse soubéssemos soubésseis soubessem souber souberes souber soubermos souberdes souberem saber saberes saber sabermos saberdes saberem saberia saberias saberia saberíamos saberíeis saberiam sabe saiba saibamos sabei saibam saibas saiba saibamos saibais saibam sabendo sabido
conhecer conheço conheces conhece conhecemos conheceis conhecem conheci conheceste conheceu conhecemos conhecestes conheceram conhecia conhecias conhecia conhecíamos conhecíeis conheciam conhecera conheceras conhecera conhecêramos conhecêreis conheceram conhecerei conhecerás conhecerá conheceremos conhecereis conhecerão conheça conheças conheça conheçamos conheçais conheçam conhecesse conhecesses conhecesse conhecêssemos conhecêsseis conhecessem conhecer conheceres conhecer conhecermos conhecerdes conhecerem conhecer conheceres conhecer conhecermos conhecerdes conhecerem conheceria conhecerias conheceria conheceríamos conheceríeis conheceriam conhece conheça conheçamos conhecei conheçam conheças conheça conheçamos conheçais conheçam conhecendo conhecido
sair saio sais sai saímos saís saem saí saíste saiu saímos saístes saíram saía saías saía saíamos saíeis saíam saíra saíras saíra saíramos saíreis saíram sairei sairás sairá sairemos saireis sairão saia saias saia saiamos saiais saiam saísse saísses saísse saíssemos saísseis saíssem sair saíres sair sairmos sairdes saírem sair saíres sair sairmos sairdes saírem sairia sairias sairia sairíamos sairíeis sairiam sai saia saiamos saí saiam saias saia saiamos saiais saiam saindo saído
dizer digo dizes diz dizemos dizeis dizem disse disseste disse dissemos dissestes disseram dizia dizias dizia dizíamos dizíeis diziam dissera disseras dissera disséramos disséreis disseram direi dirás dirá diremos direis dirão diga digas diga digamos digais digam dissesse dissesses dissesse disséssemos dissésseis dissessem disser disseres disser dissermos disserdes disserem dizer dizeres dizer dizermos dizerdes dizerem diria dirias diria diríamos diríeis diriam dize diga digamos dizei digam digas diga digamos digais digam dizendo dito
ouvir ouço ouves ouve ouvimos ouvis ouvem ouvi ouviste ouviu ouvimos ouvistes ouviram ouvia ouvias ouvia ouvíamos ouvíeis ouviam ouvira ouviras ouvira ouvíramos ouvíreis ouviram ouvirei ouvirás ouvirá ouviremos ouvireis ouvirão ouça ouças ouça ouçamos ouçais ouçam ouvisse ouvisses ouvisse ouvíssemos ouvísseis ouvissem ouvir ouvires ouvir ouvirmos ouvirdes ouvirem ouvir ouvires ouvir ouvirmos ouvirdes ouvirem ouviria ouvirias ouviria ouviríamos ouviríeis ouviriam ouve ouça ouçamos ouçais ouçam ouças ouça ouçamos ouçais ouçam ouvindo ouvido
sentir sinto sentes sente sentimos sentis sentem senti sentiste sentiu sentimos sentistes sentiram sentia sentias sentia sentíamos sentíeis sentiam sentira sentiras sentira sentíramos sentíreis sentiram sentirei sentirás sentirá sentiremos sentireis sentirão sinta sintas sinta sintamos sintais sintam sentisse sentisses sentisse sentíssemos sentísseis sentissem sentir sentires sentir sentirmos sentirdes sentirem sentir sentires sentir sentirmos sentirdes sentirem sentiria sentirias sentiria sentiríamos sentiríeis sentiriam sente sinta sintamos senti sintam sintas sinta sintamos sintais sintam sentindo sentido
pedir peço pedes pede pedimos pedis pedem pedi pediste pediu pedimos pedistes pediram pedia pedias pedia pedíamos pedíeis pediam pedira pediras pedira pedíramos pedíreis pediram pedirei pedirás pedirá pediremos pedireis pedirão peça peças peça peçamos peçais peçam pedisse pedisses pedisse pedíssemos pedísseis pedissem pedir pedires pedir pedirmos pedirdes pedirem pedir pedires pedir pedirmos pedirdes pedirem pediria pedirias pediria pediríamos pediríeis pediriam pede peça peçamos pedi peçam peças peça peçamos peçais peçam pedindo pedido
perder perco perdes perde perdemos perdeis perdem perdi perdeste perdeu perdemos perdestes perderam perdia perdias perdia perdíamos perdíeis perdiam perdera perderas perdera perdêramos perdêreis perderam perderei perderás perderá perderemos perdereis perderão perca percas perca percamos percais percam perdesse perdesses perdesse perdêssemos perdêsseis perdessem perder perderes perder perdermos perderdes perderem perder perderes perder perdermos perderdes perderem perderia perderias perderia perderíamos perderíeis perderiam perde perca percamos perdei percam percas perca percamos percais percam perdendo perdido
